A 16-Year-Old Builds a Device To Convert Breath Into Speech,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/U0yym9z4hog/story01.htm,"stephendavion writes A 16-year-old from India has designed a device that converts breath into speech. High-school student Arsh Shah Dilbagi invented TALK as a portable and affordable way to aid people suffering from ALS, locked-in syndrome, and anyone else speech-impaired or paralyzed. Prototyped using a basic $25 Arduino microcontroller, Dilbagi's invention costs only $80, or about a hundred times less than the sort of Augmentative and Alternative Communication device used by Stephen Hawking. TALK works by translating breath into electric signals using a MEMS Microphone, an advanced form of listening tech that uses a diaphragm etched directly onto a silicon microchip. The user is expected to be able to give two distinguishable exhales, varying in intensity or time, so that they can spell words out using Morse code.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=A+16-Year-Old+Builds+a+Device+To+Convert+Breath+Into+Speech%3A+http%3A%2F%2Fbit.ly%2F1m6okid""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Ftech.slashdot.org%2Fstory%2F14%2F09%2F15%2F1844231%2Fa-16-year-old-builds-a-device-to-convert-breath-into-speech%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://tech.slashdot.org/story/14/09/15/1844231/a-16-year-old-builds-a-device-to-convert-breath-into-speech?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://tech.slashdot.org/story/14/09/15/1844231/a-16-year-old-builds-a-device-to-convert-breath-into-speech?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5705619&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3e7de9ef/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/204367643735/u/49/f/647410/c/35028/s/3e7de9ef/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/204367643735/u/49/f/647410/c/35028/s/3e7de9ef/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/204367643735/u/49/f/647410/c/35028/s/3e7de9ef/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/204367643735/u/49/f/647410/c/35028/s/3e7de9ef/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/204367643735/u/49/f/647410/c/35028/s/3e7de9ef/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/204367643735/u/49/f/647410/c/35028/s/3e7de9ef/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/204367643735/u/49/f/647410/c/35028/s/3e7de9ef/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/204367643735/u/49/f/647410/c/35028/s/3e7de9ef/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/204367643735/u/49/f/647410/c/35028/s/3e7de9ef/sc/4/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/U0yym9z4hog"" height=""1"" width=""1""/>"
AT&amp;T Proposes Net Neutrality Compromise,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/-3u3mnhIEeo/story01.htm,"An anonymous reader writes: The net neutrality debate has been pretty binary: ISPs want the ability to create so-called ""fast lanes,"" and consumers want all traffic to be treated equally. Now, AT&amp;T is proposing an alternative: fast lanes under consumer control. Their idea would ""allow individual consumers to ask that some applications, such as Netflix, receive priority treatment over other services, such as e-mail or online video games. That's different from the FCC's current proposal, which tacitly allows Internet providers to charge content companies for priority access to consumers but doesn't give the consumers a choice in the matter."" AT&amp;T said, ""Such an approach would preserve the ability of Internet service providers to engage in individualized negotiations with [content companies] for a host of services, while prohibiting the precise practice that has raised 'fast lane' concerns."" It's not perfect, but it's probably the first earnest attempt at a compromise we've seen from either side, and it suggests the discussion can move forward without completely rejecting one group's wishes.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=AT%26amp%3BT+Proposes+Net+Neutrality+Compromise%3A+http%3A%2F%2Fbit.ly%2F1u17yjh""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Ftech.slashdot.org%2Fstory%2F14%2F09%2F16%2F0238202%2Fatt-proposes-net-neutrality-compromise%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://tech.slashdot.org/story/14/09/16/0238202/att-proposes-net-neutrality-compromise?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://tech.slashdot.org/story/14/09/16/0238202/att-proposes-net-neutrality-compromise?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5707115&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3e83ca8f/sc/46/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/204367595778/u/49/f/647410/c/35028/s/3e83ca8f/sc/46/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/204367595778/u/49/f/647410/c/35028/s/3e83ca8f/sc/46/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/204367595778/u/49/f/647410/c/35028/s/3e83ca8f/sc/46/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/204367595778/u/49/f/647410/c/35028/s/3e83ca8f/sc/46/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/204367595778/u/49/f/647410/c/35028/s/3e83ca8f/sc/46/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/204367595778/u/49/f/647410/c/35028/s/3e83ca8f/sc/46/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/204367595778/u/49/f/647410/c/35028/s/3e83ca8f/sc/46/a2.htm""><img src=""http://da.feedsportal.com/r/204367595778/u/49/f/647410/c/35028/s/3e83ca8f/sc/46/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/204367595778/u/49/f/647410/c/35028/s/3e83ca8f/sc/46/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/-3u3mnhIEeo"" height=""1"" width=""1""/>"
Alex Pratt Joins EMLab P&K as Regional Account Manager Southeast Region (24-7 Pressrelease),http://news.feedzilla.com/en_us/stories/science/396954649?client_source=api&format=json,"EMLab P&K hires Alex Pratt as Account Manager for the Southeast region,
focusing on EMLab P&K's mold, asbestos, and bacteria labs in Florida,
Virginia, and New Jersey.

"
Apple's $100 million U2 debacle (CBS News),http://news.feedzilla.com/en_us/stories/science/397103592?client_source=api&format=json,"After spending a reported $100 million to give the music away, Apple had to
tell people how to delete it

"
Art and Science of the Moiré (Scientific American),http://news.feedzilla.com/en_us/stories/science/396988965?client_source=api&format=json,"I'm a bit obsessed with Scientific American covers, but my knowledge of the
archive during the years before my time on staff is broad rather than deep.


-- Read more on ScientificAmerican.com

"
"Artificial Spleen Removes Ebola, HIV Viruses and Toxins From Blood Using Magnets",http://rss.slashdot.org/~r/Slashdot/slashdot/~3/TbQMVpoOFyU/story01.htm,"concertina226 writes Harvard scientists have invented a new artificial spleen that is able to clear toxins, fungi and deadly pathogens such as Ebola from human blood, which could potentially save millions of lives. When antibiotics are used to kill them, dying viruses release toxins in the blood that begin to multiply quickly, causing sepsis, a life-threatening condition whereby the immune system overreacts, causing blood clotting, organ damage and inflammation. To overcome this, researchers have invented a ""biospleen"", a device similar to a dialysis machine that makes use of magnetic nanobeads measuring 128 nanometres in diameter (one-five hundredths the width of a single human hair) coated with mannose-binding lectin (MBL), a type of genetically engineered human blood protein.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Artificial+Spleen+Removes+Ebola%2C+HIV+Viruses+and+Toxins+From+Blood+Using+Magnets%3A+http%3A%2F%2Fbit.ly%2F1wmkhyN""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fscience.slashdot.org%2Fstory%2F14%2F09%2F15%2F1830205%2Fartificial-spleen-removes-ebola-hiv-viruses-and-toxins-from-blood-using-magnets%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://science.slashdot.org/story/14/09/15/1830205/artificial-spleen-removes-ebola-hiv-viruses-and-toxins-from-blood-using-magnets?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://science.slashdot.org/story/14/09/15/1830205/artificial-spleen-removes-ebola-hiv-viruses-and-toxins-from-blood-using-magnets?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5705561&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3e7df870/sc/14/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/204367570328/u/49/f/647410/c/35028/s/3e7df870/sc/14/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/204367570328/u/49/f/647410/c/35028/s/3e7df870/sc/14/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/204367570328/u/49/f/647410/c/35028/s/3e7df870/sc/14/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/204367570328/u/49/f/647410/c/35028/s/3e7df870/sc/14/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/204367570328/u/49/f/647410/c/35028/s/3e7df870/sc/14/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/204367570328/u/49/f/647410/c/35028/s/3e7df870/sc/14/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/204367570328/u/49/f/647410/c/35028/s/3e7df870/sc/14/a2.htm""><img src=""http://da.feedsportal.com/r/204367570328/u/49/f/647410/c/35028/s/3e7df870/sc/14/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/204367570328/u/49/f/647410/c/35028/s/3e7df870/sc/14/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/TbQMVpoOFyU"" height=""1"" width=""1""/>"
Ask Slashdot: What To Do After Digitizing VHS Tapes?,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/4EGM7zmNDo8/story01.htm,"An anonymous reader writes Now that I've spent close to a month digitizing a desk drawer's worth of VHS tapes, deinterlacing and postprocessing the originals to minimize years of tape decay, and compressing everything down to H.264, I've found myself with a hard drive full of loosely organized videos. They'll get picked up by my existing monthly backup, but I feel like I haven't gained much in the way of redundancy, as I thought I would. Instead of having tapes slowly degrade, I'm now open to losing entire movies at once, should both of my drives go bad. Does anyone maintain a library, and if so, what would they recommend? Is having them duplicated on two drives (one of which is spun down for all but one day of the month) a good-enough long term strategy? Should I look into additionally backing up to optical discs or flash drives, building out a better (RAIDed) backup machine, or even keeping the original tapes around despite them having been digitized?<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Ask+Slashdot%3A+What+To+Do+After+Digitizing+VHS+Tapes%3F%3A+http%3A%2F%2Fbit.ly%2F1s3AlHz""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fask.slashdot.org%2Fstory%2F14%2F09%2F15%2F1527255%2Fask-slashdot-what-to-do-after-digitizing-vhs-tapes%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://ask.slashdot.org/story/14/09/15/1527255/ask-slashdot-what-to-do-after-digitizing-vhs-tapes?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://ask.slashdot.org/story/14/09/15/1527255/ask-slashdot-what-to-do-after-digitizing-vhs-tapes?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5704963&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3e7cb5e2/sc/36/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/206157815214/u/49/f/647410/c/35028/s/3e7cb5e2/sc/36/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/206157815214/u/49/f/647410/c/35028/s/3e7cb5e2/sc/36/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/206157815214/u/49/f/647410/c/35028/s/3e7cb5e2/sc/36/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/206157815214/u/49/f/647410/c/35028/s/3e7cb5e2/sc/36/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/206157815214/u/49/f/647410/c/35028/s/3e7cb5e2/sc/36/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/206157815214/u/49/f/647410/c/35028/s/3e7cb5e2/sc/36/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/206157815214/u/49/f/647410/c/35028/s/3e7cb5e2/sc/36/a2.htm""><img src=""http://da.feedsportal.com/r/206157815214/u/49/f/647410/c/35028/s/3e7cb5e2/sc/36/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/206157815214/u/49/f/647410/c/35028/s/3e7cb5e2/sc/36/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/4EGM7zmNDo8"" height=""1"" width=""1""/>"
Browser To Facilitate Text Browsing In Emergencies,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/e8gK2VevfoY/story01.htm,"Rambo Tribble (1273454) writes ""Programmers at Fast Company are developing the Cosmos browser to allow text browsing from Android phones when networks are buckling under the load of local disasters. A common phenomenon when disaster strikes is the overloading of cell and data networks by massively increased traffic. The Cosmos browser is intended to facilitate using SMS text messages, which often still get through in such circumstances. To quote one developer, ""We want this to be a way for people to get information when they're in dire need of it."" Sort of a Lynx comes to Android affair. The Smithsonian contemplates the possibilities, here.""<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Browser+To+Facilitate+Text+Browsing+In+Emergencies%3A+http%3A%2F%2Fbit.ly%2F1BJ7lGa""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fmobile.slashdot.org%2Fstory%2F14%2F09%2F16%2F1427222%2Fbrowser-to-facilitate-text-browsing-in-emergencies%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://mobile.slashdot.org/story/14/09/16/1427222/browser-to-facilitate-text-browsing-in-emergencies?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://mobile.slashdot.org/story/14/09/16/1427222/browser-to-facilitate-text-browsing-in-emergencies?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5711639&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3e85332d/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/204367722813/u/49/f/647410/c/35028/s/3e85332d/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/204367722813/u/49/f/647410/c/35028/s/3e85332d/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/204367722813/u/49/f/647410/c/35028/s/3e85332d/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/204367722813/u/49/f/647410/c/35028/s/3e85332d/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/204367722813/u/49/f/647410/c/35028/s/3e85332d/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/204367722813/u/49/f/647410/c/35028/s/3e85332d/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/204367722813/u/49/f/647410/c/35028/s/3e85332d/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/204367722813/u/49/f/647410/c/35028/s/3e85332d/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/204367722813/u/49/f/647410/c/35028/s/3e85332d/sc/4/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/e8gK2VevfoY"" height=""1"" width=""1""/>"
Canon Printer Hacked To Run Doom</em> Video Game,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/394WpTw9MW0/story01.htm,"wiredog writes Security researcher Michael Jordon has hacked a Canon's Pixma printer to run Doom. He did so by reverse engineering the firmware encryption and uploading via the update interface. From the BBC: ""Like many modern printers, Canon's Pixma range can be accessed via the net, so owners can check the device's status. However, Mr Jordon, who works for Context Information Security, found Canon had done a poor job of securing this method of interrogating the device. 'The web interface has no user name or password on it,' he said. That meant anyone could look at the status of any device once they found it, he said. A check via the Shodan search engine suggests there are thousands of potentially vulnerable Pixma printers already discoverable online. There is no evidence that anyone is attacking printers via the route Mr Jordon found.""<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Canon+Printer+Hacked+To+Run+Doom+Video+Game%3A+http%3A%2F%2Fbit.ly%2F1qRmNfF""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fidle.slashdot.org%2Fstory%2F14%2F09%2F15%2F1537208%2Fcanon-printer-hacked-to-run-doom-video-game%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://idle.slashdot.org/story/14/09/15/1537208/canon-printer-hacked-to-run-doom-video-game?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://idle.slashdot.org/story/14/09/15/1537208/canon-printer-hacked-to-run-doom-video-game?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5704999&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3e7d01b5/sc/21/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/204367519640/u/49/f/647410/c/35028/s/3e7d01b5/sc/21/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/204367519640/u/49/f/647410/c/35028/s/3e7d01b5/sc/21/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/204367519640/u/49/f/647410/c/35028/s/3e7d01b5/sc/21/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/204367519640/u/49/f/647410/c/35028/s/3e7d01b5/sc/21/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/204367519640/u/49/f/647410/c/35028/s/3e7d01b5/sc/21/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/204367519640/u/49/f/647410/c/35028/s/3e7d01b5/sc/21/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/204367519640/u/49/f/647410/c/35028/s/3e7d01b5/sc/21/a2.htm""><img src=""http://da.feedsportal.com/r/204367519640/u/49/f/647410/c/35028/s/3e7d01b5/sc/21/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/204367519640/u/49/f/647410/c/35028/s/3e7d01b5/sc/21/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/394WpTw9MW0"" height=""1"" width=""1""/>"
"Chin-Powered Energy Is Now Possible, Say Scientists (TIME)",http://news.feedzilla.com/en_us/stories/science/397111609?client_source=api&format=json,"Can't you just see the infomercial? ""Darn it, that hearing-aid battery went
out again!"" ""Never happens to me, Fred. Because I have this."" (Pulls out
strap, buckles around top of head and under chin. Pops a stick of gum in
mouth. Starts chewing.) ""Yep, I have all the power I need, right here.""
(Points to…

"
